obs_id,train_id,class,class_name
id_000001,test,NA,NA
id_000002,train,9,j
id_000003,valid,14,o
id_000004,train,23,x
id_000005,train,5,f
id_000006,valid,23,x
id_000007,train,24,y
id_000008,valid,17,r
id_000009,train,16,q
id_000010,valid,1,b
id_000011,test,NA,NA
id_000012,train,4,e
id_000013,train,17,r
id_000014,test,NA,NA
id_000015,train,20,u
id_000016,train,12,m
id_000017,test,NA,NA
id_000018,train,25,z
id_000019,train,9,j
id_000020,valid,20,u
id_000021,train,24,y
id_000022,valid,5,f
id_000023,valid,16,q
id_000024,valid,3,d
id_000025,valid,6,g
id_000026,train,10,k
id_000027,valid,0,a
id_000028,test,NA,NA
id_000029,train,22,w
id_000030,train,8,i
id_000031,train,12,m
id_000032,test,NA,NA
id_000033,valid,12,m
id_000034,train,4,e
id_000035,train,21,v
id_000036,train,17,r
id_000037,train,20,u
id_000038,test,NA,NA
id_000039,test,NA,NA
id_000040,test,NA,NA
id_000041,train,21,v
id_000042,valid,16,q
id_000043,train,20,u
id_000044,test,NA,NA
id_000045,train,13,n
id_000046,train,20,u
id_000047,valid,0,a
id_000048,test,NA,NA
id_000049,train,19,t
id_000050,valid,18,s
id_000051,test,NA,NA
id_000052,test,NA,NA
id_000053,test,NA,NA
id_000054,train,6,g
id_000055,train,1,b
id_000056,test,NA,NA
id_000057,train,8,i
id_000058,test,NA,NA
id_000059,test,NA,NA
id_000060,train,10,k
id_000061,train,23,x
id_000062,test,NA,NA
id_000063,valid,11,l
id_000064,train,8,i
id_000065,valid,16,q
id_000066,test,NA,NA
id_000067,valid,12,m
id_000068,train,19,t
id_000069,train,2,c
id_000070,test,NA,NA
id_000071,train,8,i
id_000072,valid,21,v
id_000073,train,9,j
id_000074,valid,8,i
id_000075,train,12,m
id_000076,test,NA,NA
id_000077,test,NA,NA
id_000078,train,10,k
id_000079,train,20,u
id_000080,train,24,y
id_000081,valid,11,l
id_000082,train,18,s
id_000083,valid,10,k
id_000084,train,8,i
id_000085,train,19,t
id_000086,valid,5,f
id_000087,valid,18,s
id_000088,train,3,d
id_000089,test,NA,NA
id_000090,test,NA,NA
id_000091,train,6,g
id_000092,train,1,b
id_000093,valid,16,q
id_000094,train,22,w
id_000095,test,NA,NA
id_000096,train,20,u
id_000097,valid,11,l
id_000098,valid,10,k
id_000099,train,21,v
id_000100,test,NA,NA
id_000101,train,17,r
id_000102,test,NA,NA
id_000103,train,7,h
id_000104,train,25,z
id_000105,valid,16,q
id_000106,train,5,f
id_000107,test,NA,NA
id_000108,train,12,m
id_000109,train,24,y
id_000110,train,15,p
id_000111,valid,25,z
id_000112,valid,19,t
id_000113,test,NA,NA
id_000114,test,NA,NA
id_000115,test,NA,NA
id_000116,valid,0,a
id_000117,test,NA,NA
id_000118,train,2,c
id_000119,test,NA,NA
id_000120,train,16,q
id_000121,valid,25,z
id_000122,valid,12,m
id_000123,test,NA,NA
id_000124,train,4,e
id_000125,train,19,t
id_000126,train,11,l
id_000127,train,13,n
id_000128,test,NA,NA
id_000129,test,NA,NA
id_000130,train,15,p
id_000131,train,14,o
id_000132,test,NA,NA
id_000133,valid,0,a
id_000134,test,NA,NA
id_000135,valid,24,y
id_000136,train,15,p
id_000137,train,14,o
id_000138,train,13,n
id_000139,test,NA,NA
id_000140,test,NA,NA
id_000141,train,17,r
id_000142,test,NA,NA
id_000143,train,6,g
id_000144,valid,6,g
id_000145,train,18,s
id_000146,test,NA,NA
id_000147,valid,4,e
id_000148,valid,19,t
id_000149,valid,2,c
id_000150,valid,22,w
id_000151,test,NA,NA
id_000152,train,14,o
id_000153,train,8,i
id_000154,train,11,l
id_000155,train,12,m
id_000156,train,4,e
id_000157,test,NA,NA
id_000158,valid,1,b
id_000159,train,7,h
id_000160,test,NA,NA
id_000161,train,7,h
id_000162,test,NA,NA
id_000163,train,11,l
id_000164,valid,20,u
id_000165,train,22,w
id_000166,train,10,k
id_000167,train,1,b
id_000168,train,8,i
id_000169,test,NA,NA
id_000170,train,8,i
id_000171,train,16,q
id_000172,train,21,v
id_000173,train,22,w
id_000174,train,10,k
id_000175,test,NA,NA
id_000176,valid,23,x
id_000177,train,16,q
id_000178,test,NA,NA
id_000179,valid,15,p
id_000180,valid,23,x
id_000181,train,7,h
id_000182,valid,4,e
id_000183,test,NA,NA
id_000184,train,13,n
id_000185,test,NA,NA
id_000186,train,4,e
id_000187,valid,19,t
id_000188,train,18,s
id_000189,test,NA,NA
id_000190,valid,14,o
id_000191,valid,18,s
id_000192,train,10,k
id_000193,train,2,c
id_000194,train,24,y
id_000195,train,7,h
id_000196,train,15,p
id_000197,test,NA,NA
id_000198,train,21,v
id_000199,valid,8,i
id_000200,train,20,u
id_000201,test,NA,NA
id_000202,valid,5,f
id_000203,test,NA,NA
id_000204,valid,6,g
id_000205,train,4,e
id_000206,test,NA,NA
id_000207,test,NA,NA
id_000208,train,3,d
id_000209,train,6,g
id_000210,train,18,s
id_000211,valid,24,y
id_000212,train,2,c
id_000213,train,19,t
id_000214,train,24,y
id_000215,valid,21,v
id_000216,train,8,i
id_000217,test,NA,NA
id_000218,test,NA,NA
id_000219,train,24,y
id_000220,valid,8,i
id_000221,test,NA,NA
id_000222,train,4,e
id_000223,test,NA,NA
id_000224,train,13,n
id_000225,train,23,x
id_000226,train,13,n
id_000227,train,6,g
id_000228,test,NA,NA
id_000229,train,10,k
id_000230,test,NA,NA
id_000231,valid,9,j
id_000232,train,3,d
id_000233,train,9,j
id_000234,valid,16,q
id_000235,valid,10,k
id_000236,test,NA,NA
id_000237,train,17,r
id_000238,train,14,o
id_000239,valid,11,l
id_000240,test,NA,NA
id_000241,valid,7,h
id_000242,test,NA,NA
id_000243,train,23,x
id_000244,valid,3,d
id_000245,train,10,k
id_000246,test,NA,NA
id_000247,valid,11,l
id_000248,valid,3,d
id_000249,train,11,l
id_000250,valid,24,y
id_000251,test,NA,NA
id_000252,train,24,y
id_000253,valid,12,m
id_000254,test,NA,NA
id_000255,test,NA,NA
id_000256,test,NA,NA
id_000257,train,6,g
id_000258,valid,12,m
id_000259,train,9,j
id_000260,test,NA,NA
id_000261,train,13,n
id_000262,train,8,i
id_000263,train,7,h
id_000264,train,20,u
id_000265,train,18,s
id_000266,test,NA,NA
id_000267,test,NA,NA
id_000268,train,19,t
id_000269,train,16,q
id_000270,train,4,e
id_000271,test,NA,NA
id_000272,train,2,c
id_000273,valid,9,j
id_000274,test,NA,NA
id_000275,valid,7,h
id_000276,valid,4,e
id_000277,test,NA,NA
id_000278,test,NA,NA
id_000279,train,12,m
id_000280,train,19,t
id_000281,train,0,a
id_000282,train,13,n
id_000283,test,NA,NA
id_000284,train,9,j
id_000285,test,NA,NA
id_000286,train,3,d
id_000287,valid,8,i
id_000288,valid,4,e
id_000289,test,NA,NA
id_000290,test,NA,NA
id_000291,valid,5,f
id_000292,valid,3,d
id_000293,train,25,z
id_000294,test,NA,NA
id_000295,train,13,n
id_000296,test,NA,NA
id_000297,valid,2,c
id_000298,test,NA,NA
id_000299,test,NA,NA
id_000300,train,24,y
id_000301,train,17,r
id_000302,train,2,c
id_000303,test,NA,NA
id_000304,train,11,l
id_000305,train,9,j
id_000306,valid,25,z
id_000307,valid,4,e
id_000308,valid,21,v
id_000309,train,1,b
id_000310,train,10,k
id_000311,test,NA,NA
id_000312,train,5,f
id_000313,valid,21,v
id_000314,test,NA,NA
id_000315,train,6,g
id_000316,train,12,m
id_000317,valid,2,c
id_000318,train,9,j
id_000319,train,25,z
id_000320,train,16,q
id_000321,test,NA,NA
id_000322,valid,8,i
id_000323,test,NA,NA
id_000324,train,25,z
id_000325,train,22,w
id_000326,train,24,y
id_000327,valid,21,v
id_000328,train,20,u
id_000329,test,NA,NA
id_000330,train,19,t
id_000331,valid,25,z
id_000332,train,7,h
id_000333,valid,10,k
id_000334,test,NA,NA
id_000335,valid,2,c
id_000336,test,NA,NA
id_000337,valid,11,l
id_000338,train,4,e
id_000339,valid,15,p
id_000340,test,NA,NA
id_000341,train,25,z
id_000342,train,4,e
id_000343,train,14,o
id_000344,train,9,j
id_000345,train,17,r
id_000346,valid,6,g
id_000347,train,12,m
id_000348,train,4,e
id_000349,valid,9,j
id_000350,train,18,s
id_000351,train,12,m
id_000352,train,1,b
id_000353,test,NA,NA
id_000354,valid,10,k
id_000355,test,NA,NA
id_000356,test,NA,NA
id_000357,train,21,v
id_000358,valid,2,c
id_000359,train,22,w
