obs_id,train_id,class,class_name
id_000001,test,NA,NA
id_000002,train,9,j
id_000005,train,5,f
id_000010,valid,1,b
id_000011,test,NA,NA
id_000012,train,4,e
id_000014,test,NA,NA
id_000019,train,9,j
id_000022,valid,5,f
id_000024,valid,3,d
id_000025,valid,6,g
id_000027,valid,0,a
id_000028,test,NA,NA
id_000030,train,8,i
id_000034,train,4,e
id_000038,test,NA,NA
id_000047,valid,0,a
id_000054,train,6,g
id_000055,train,1,b
id_000056,test,NA,NA
id_000057,train,8,i
id_000062,test,NA,NA
id_000064,train,8,i
id_000066,test,NA,NA
id_000069,train,2,c
id_000071,train,8,i
id_000073,train,9,j
id_000074,valid,8,i
id_000084,train,8,i
id_000086,valid,5,f
id_000088,train,3,d
id_000089,test,NA,NA
id_000090,test,NA,NA
id_000091,train,6,g
id_000092,train,1,b
id_000102,test,NA,NA
id_000103,train,7,h
id_000106,train,5,f
id_000107,test,NA,NA
id_000113,test,NA,NA
id_000115,test,NA,NA
id_000116,valid,0,a
id_000118,train,2,c
id_000124,train,4,e
id_000128,test,NA,NA
id_000129,test,NA,NA
id_000132,test,NA,NA
id_000133,valid,0,a
id_000143,train,6,g
id_000144,valid,6,g
id_000147,valid,4,e
id_000149,valid,2,c
id_000153,train,8,i
id_000156,train,4,e
id_000158,valid,1,b
id_000159,train,7,h
id_000160,test,NA,NA
id_000161,train,7,h
id_000167,train,1,b
id_000168,train,8,i
id_000170,train,8,i
id_000175,test,NA,NA
id_000181,train,7,h
id_000182,valid,4,e
id_000186,train,4,e
id_000193,train,2,c
id_000195,train,7,h
id_000197,test,NA,NA
id_000199,valid,8,i
id_000201,test,NA,NA
id_000202,valid,5,f
id_000204,valid,6,g
id_000205,train,4,e
id_000208,train,3,d
id_000209,train,6,g
id_000212,train,2,c
id_000216,train,8,i
id_000220,valid,8,i
id_000221,test,NA,NA
id_000222,train,4,e
id_000223,test,NA,NA
id_000227,train,6,g
id_000228,test,NA,NA
id_000231,valid,9,j
id_000232,train,3,d
id_000233,train,9,j
id_000241,valid,7,h
id_000244,valid,3,d
id_000246,test,NA,NA
id_000248,valid,3,d
id_000256,test,NA,NA
id_000257,train,6,g
id_000259,train,9,j
id_000262,train,8,i
id_000263,train,7,h
id_000266,test,NA,NA
id_000267,test,NA,NA
id_000270,train,4,e
id_000271,test,NA,NA
id_000272,train,2,c
id_000273,valid,9,j
id_000274,test,NA,NA
id_000275,valid,7,h
id_000276,valid,4,e
id_000277,test,NA,NA
id_000278,test,NA,NA
id_000281,train,0,a
id_000284,train,9,j
id_000285,test,NA,NA
id_000286,train,3,d
id_000287,valid,8,i
id_000288,valid,4,e
id_000289,test,NA,NA
id_000290,test,NA,NA
id_000291,valid,5,f
id_000292,valid,3,d
id_000294,test,NA,NA
id_000297,valid,2,c
id_000298,test,NA,NA
id_000299,test,NA,NA
id_000302,train,2,c
id_000305,train,9,j
id_000307,valid,4,e
id_000309,train,1,b
id_000311,test,NA,NA
id_000312,train,5,f
id_000315,train,6,g
id_000317,valid,2,c
id_000318,train,9,j
id_000322,valid,8,i
id_000329,test,NA,NA
id_000332,train,7,h
id_000335,valid,2,c
id_000336,test,NA,NA
id_000338,train,4,e
id_000342,train,4,e
id_000344,train,9,j
id_000346,valid,6,g
id_000348,train,4,e
id_000349,valid,9,j
id_000352,train,1,b
id_000356,test,NA,NA
id_000358,valid,2,c
id_000361,train,2,c
id_000362,train,8,i
id_000364,valid,7,h
id_000367,train,1,b
id_000374,train,5,f
id_000375,test,NA,NA
id_000377,train,8,i
id_000379,valid,4,e
id_000385,train,6,g
id_000386,train,6,g
id_000389,train,2,c
id_000391,train,3,d
id_000392,train,3,d
id_000395,train,4,e
id_000396,valid,9,j
id_000398,train,8,i
id_000399,train,9,j
id_000400,train,3,d
id_000402,valid,4,e
id_000407,valid,9,j
id_000409,valid,0,a
id_000412,train,9,j
id_000418,train,7,h
id_000424,valid,3,d
id_000425,train,8,i
id_000427,valid,2,c
id_000432,test,NA,NA
id_000433,train,9,j
id_000435,train,2,c
id_000438,train,1,b
id_000441,train,1,b
id_000442,train,7,h
id_000445,train,6,g
id_000447,test,NA,NA
id_000449,train,3,d
id_000450,train,1,b
id_000453,valid,9,j
id_000454,train,4,e
id_000455,valid,1,b
id_000460,test,NA,NA
id_000461,train,4,e
id_000463,train,0,a
id_000465,valid,6,g
id_000468,train,4,e
id_000475,test,NA,NA
id_000476,train,6,g
id_000482,test,NA,NA
id_000487,train,4,e
id_000488,train,0,a
id_000490,test,NA,NA
id_000491,valid,0,a
id_000493,test,NA,NA
id_000494,valid,4,e
id_000500,train,1,b
id_000513,valid,0,a
id_000516,valid,4,e
id_000519,valid,8,i
id_000523,train,9,j
id_000524,train,3,d
id_000532,valid,0,a
id_000533,train,8,i
id_000534,test,NA,NA
id_000535,test,NA,NA
id_000536,valid,1,b
id_000537,train,9,j
id_000538,train,8,i
id_000539,valid,4,e
id_000544,train,8,i
id_000545,train,5,f
id_000546,test,NA,NA
id_000548,valid,9,j
id_000553,test,NA,NA
id_000556,train,9,j
id_000557,train,2,c
id_000558,train,1,b
id_000562,valid,3,d
id_000567,train,6,g
id_000569,valid,7,h
id_000571,train,4,e
id_000573,valid,6,g
id_000574,train,2,c
id_000581,train,9,j
id_000584,valid,0,a
id_000587,test,NA,NA
id_000592,train,6,g
id_000599,train,9,j
id_000603,train,3,d
id_000607,train,9,j
id_000610,train,2,c
id_000612,train,8,i
id_000617,train,3,d
id_000618,test,NA,NA
id_000620,train,1,b
id_000622,valid,5,f
id_000624,train,3,d
id_000625,train,8,i
id_000627,valid,6,g
id_000632,train,9,j
id_000633,train,8,i
id_000636,train,8,i
id_000637,train,2,c
id_000638,valid,1,b
id_000642,train,7,h
id_000644,train,5,f
id_000646,train,5,f
id_000647,valid,0,a
id_000653,train,9,j
id_000656,train,2,c
id_000657,train,5,f
id_000661,valid,9,j
id_000663,test,NA,NA
id_000665,train,9,j
id_000668,train,5,f
id_000669,test,NA,NA
id_000677,train,9,j
id_000678,train,3,d
id_000679,train,7,h
id_000680,train,7,h
id_000683,valid,3,d
id_000687,train,9,j
id_000689,test,NA,NA
id_000691,test,NA,NA
id_000698,train,4,e
id_000706,train,1,b
id_000713,train,3,d
id_000717,train,0,a
id_000718,train,3,d
id_000721,test,NA,NA
id_000725,valid,6,g
id_000727,test,NA,NA
id_000730,train,1,b
id_000734,test,NA,NA
id_000736,train,7,h
id_000737,train,7,h
id_000739,valid,2,c
id_000740,train,1,b
id_000741,train,9,j
id_000744,train,7,h
id_000745,train,5,f
id_000746,test,NA,NA
id_000749,train,3,d
id_000756,train,4,e
id_000758,valid,5,f
id_000762,train,4,e
id_000764,train,5,f
id_000765,train,4,e
id_000766,train,4,e
id_000773,train,0,a
id_000777,train,0,a
id_000786,train,4,e
id_000788,train,7,h
id_000790,test,NA,NA
id_000791,test,NA,NA
id_000792,train,1,b
id_000794,valid,8,i
id_000797,train,6,g
id_000800,train,8,i
id_000802,valid,0,a
id_000805,valid,7,h
id_000807,test,NA,NA
id_000809,valid,8,i
id_000810,train,0,a
id_000811,train,9,j
id_000812,test,NA,NA
id_000813,train,9,j
id_000815,valid,9,j
id_000819,valid,6,g
id_000821,valid,9,j
id_000826,valid,0,a
id_000827,train,5,f
id_000828,valid,9,j
id_000829,train,7,h
id_000837,train,1,b
id_000842,valid,3,d
id_000843,train,6,g
id_000847,train,1,b
id_000850,train,9,j
id_000853,valid,1,b
id_000855,valid,5,f
id_000856,valid,0,a
id_000857,train,6,g
id_000859,train,6,g
id_000860,test,NA,NA
id_000861,train,0,a
id_000862,train,6,g
id_000864,train,0,a
id_000865,train,1,b
id_000870,train,1,b
id_000874,valid,5,f
id_000876,train,0,a
id_000877,test,NA,NA
id_000881,valid,8,i
id_000890,train,8,i
id_000891,valid,0,a
id_000892,train,1,b
id_000893,valid,2,c
id_000894,train,0,a
id_000895,train,8,i
id_000896,train,3,d
id_000898,test,NA,NA
id_000899,train,0,a
id_000900,train,4,e
id_000903,train,7,h
id_000904,train,4,e
id_000905,valid,5,f
id_000906,train,1,b
id_000907,train,1,b
id_000908,test,NA,NA
id_000909,valid,1,b
id_000910,train,1,b
id_000914,test,NA,NA
id_000915,train,0,a
id_000917,train,4,e
id_000921,train,8,i
id_000924,valid,1,b
id_000928,train,7,h
id_000933,test,NA,NA
id_000934,train,7,h
id_000940,train,8,i
id_000941,test,NA,NA
